item_id,difficulty,rule_q_dc,rule_q_families,rule_qs_dc,rule_qs_families,human_dc,human_families,llm_dc
PhysReason_cal_problem_01291,easy,0,,0,,0,,
PhysReason_cal_problem_01293,difficult,1,momentum,1,momentum,0,,
PhysReason_cal_problem_01295,knowledge,0,,0,,0,,
PhysReason_cal_problem_01296,difficult,1,momentum,1,momentum,1,momentum,
PhysReason_cal_problem_01299,difficult,0,,0,,0,,
PhysReason_cal_problem_01300,easy,0,,0,,0,,
PhysReason_cal_problem_01301,easy,0,,0,,0,,
PhysReason_cal_problem_01302,easy,0,,0,,0,,
PhysReason_cal_problem_01305,medium,0,,0,,0,,
PhysReason_cal_problem_01306,medium,0,,1,energy,1,energy,
PhysReason_cal_problem_01307,knowledge,0,,0,,0,,
PhysReason_cal_problem_01309,easy,0,,0,,0,,
PhysReason_cal_problem_01311,medium,0,,0,,0,,
PhysReason_cal_problem_01312,easy,0,,0,,0,,
PhysReason_cal_problem_01313,medium,0,,1,energy,1,energy,
PhysReason_cal_problem_01316,difficult,0,,1,energy,1,energy,
PhysReason_cal_problem_01317,knowledge,1,momentum,2,energy|momentum,1,energy,
PhysReason_cal_problem_01319,easy,0,,0,,0,,
PhysReason_cal_problem_01320,knowledge,0,,0,,0,,
PhysReason_cal_problem_01321,easy,0,,0,,0,,1
PhysReason_cal_problem_01322,difficult,0,,0,,1,energy,
PhysReason_cal_problem_01323,medium,0,,0,,0,,2
PhysReason_cal_problem_01324,easy,0,,0,,0,,
PhysReason_cal_problem_01325,easy,0,,0,,0,,
PhysReason_cal_problem_01326,difficult,0,,1,energy,1,energy,
PhysReason_cal_problem_01327,medium,0,,1,energy,1,energy,
PhysReason_cal_problem_01329,knowledge,0,,0,,0,,0
PhysReason_cal_problem_01330,difficult,0,,0,,0,,2
PhysReason_cal_problem_01333,difficult,0,,0,,1,energy,
PhysReason_cal_problem_01334,easy,0,,0,,0,,
PhysReason_cal_problem_01336,knowledge,0,,0,,0,,
PhysReason_cal_problem_01337,knowledge,0,,0,,0,,
PhysReason_cal_problem_01339,easy,0,,0,,0,,
PhysReason_cal_problem_01341,knowledge,0,,0,,0,,
PhysReason_cal_problem_01343,easy,0,,1,energy,1,energy,1
PhysReason_cal_problem_01344,medium,0,,1,energy,1,energy,
PhysReason_cal_problem_01345,easy,0,,1,energy,1,energy,
PhysReason_cal_problem_01346,knowledge,0,,1,energy,1,energy,
PhysReason_cal_problem_01347,difficult,0,,1,energy,1,energy,
PhysReason_cal_problem_01348,easy,0,,1,energy,1,energy,
PhysReason_cal_problem_01349,easy,0,,1,energy,1,energy,
PhysReason_cal_problem_01350,medium,0,,1,energy,1,energy,
PhysReason_cal_problem_01351,medium,0,,1,energy,1,energy,
PhysReason_cal_problem_01352,knowledge,0,,0,,1,energy,
PhysReason_cal_problem_01353,easy,0,,0,,0,,
PhysReason_cal_problem_01354,knowledge,0,,1,energy,1,energy,
PhysReason_cal_problem_01355,knowledge,0,,1,energy,1,energy,
PhysReason_cal_problem_01357,easy,0,,1,energy,1,energy,
PhysReason_cal_problem_01358,knowledge,0,,1,energy,1,energy,
PhysReason_cal_problem_01359,medium,0,,1,energy,1,energy,
PhysReason_cal_problem_01360,easy,0,,1,energy,1,energy,
PhysReason_cal_problem_01361,knowledge,0,,1,energy,1,energy,
PhysReason_cal_problem_01363,difficult,0,,1,energy,1,energy,
PhysReason_cal_problem_01365,knowledge,0,,1,energy,1,energy,
PhysReason_cal_problem_01366,knowledge,0,,1,energy,1,energy,
PhysReason_cal_problem_01367,easy,0,,0,,0,,0
PhysReason_cal_problem_01369,easy,0,,0,,0,,
PhysReason_cal_problem_01370,knowledge,0,,0,,0,,
PhysReason_cal_problem_01371,knowledge,0,,0,,0,,
PhysReason_cal_problem_01372,easy,0,,0,,0,,
PhysReason_cal_problem_01373,knowledge,0,,0,,0,,
PhysReason_cal_problem_01374,easy,0,,0,,0,,
PhysReason_cal_problem_01375,easy,0,,0,,0,,0
PhysReason_cal_problem_01376,difficult,0,,0,,0,,
PhysReason_cal_problem_01380,easy,0,,0,,0,,
PhysReason_cal_problem_01381,knowledge,0,,0,,0,,
PhysReason_cal_problem_01384,medium,0,,0,,0,,
PhysReason_cal_problem_01385,knowledge,0,,0,,0,,
PhysReason_cal_problem_01388,difficult,0,,0,,0,,
PhysReason_cal_problem_01389,medium,0,,1,energy,1,energy,
PhysReason_cal_problem_01390,knowledge,0,,0,,0,,2
PhysReason_cal_problem_01391,knowledge,0,,0,,0,,2
PhysReason_cal_problem_01392,knowledge,0,,0,,0,,
PhysReason_cal_problem_01393,knowledge,0,,0,,0,,
PhysReason_cal_problem_01394,medium,0,,0,,0,,
PhysReason_cal_problem_01399,difficult,0,,1,energy,1,energy,
PhysReason_cal_problem_01400,knowledge,0,,0,,0,,
PhysReason_cal_problem_01401,easy,0,,1,energy,1,energy,
PhysReason_cal_problem_01402,easy,0,,1,energy,1,energy,
PhysReason_cal_problem_01405,difficult,0,,1,energy,1,energy,
PhysReason_cal_problem_01406,easy,0,,0,,0,,
PhysReason_cal_problem_01407,easy,0,,0,,0,,
PhysReason_cal_problem_01408,knowledge,0,,1,energy,1,energy,
PhysReason_cal_problem_01409,easy,0,,1,energy,1,energy,
PhysReason_cal_problem_01411,difficult,0,,1,energy,1,energy,
PhysReason_cal_problem_01412,difficult,0,,1,energy,1,energy,
PhysReason_cal_problem_01413,medium,0,,1,energy,1,energy,
PhysReason_cal_problem_01414,knowledge,0,,0,,0,,
PhysReason_cal_problem_01416,medium,0,,0,,0,,
PhysReason_cal_problem_01417,knowledge,0,,0,,1,charge,
PhysReason_cal_problem_01418,knowledge,0,,0,,0,,
PhysReason_cal_problem_01420,easy,0,,0,,0,,
PhysReason_cal_problem_01422,knowledge,0,,0,,0,,
PhysReason_cal_problem_01424,knowledge,0,,0,,0,,
PhysReason_cal_problem_01425,medium,0,,0,,1,charge,
PhysReason_cal_problem_01427,medium,0,,0,,1,charge,
PhysReason_cal_problem_01432,knowledge,0,,0,,0,,
PhysReason_cal_problem_01434,medium,0,,0,,0,,
PhysReason_cal_problem_01435,medium,0,,0,,0,,
PhysReason_cal_problem_01436,medium,0,,0,,0,,
PhysReason_cal_problem_01437,medium,0,,0,,0,,
PhysReason_cal_problem_01438,medium,0,,0,,0,,
PhysReason_cal_problem_01439,difficult,0,,0,,0,,
PhysReason_cal_problem_01440,knowledge,0,,0,,0,,
PhysReason_cal_problem_01441,medium,0,,0,,0,,
PhysReason_cal_problem_01442,easy,0,,0,,0,,
PhysReason_cal_problem_01443,knowledge,0,,0,,0,,1
PhysReason_cal_problem_01446,knowledge,0,,0,,0,,
PhysReason_cal_problem_01447,knowledge,0,,0,,0,,
PhysReason_cal_problem_01448,difficult,0,,0,,0,,
PhysReason_cal_problem_01449,medium,0,,0,,0,,
PhysReason_cal_problem_01450,medium,0,,0,,0,,
PhysReason_cal_problem_01451,easy,0,,0,,0,,
PhysReason_cal_problem_01452,medium,0,,0,,0,,
PhysReason_cal_problem_01453,easy,0,,0,,0,,
PhysReason_cal_problem_01454,medium,0,,0,,0,,
PhysReason_cal_problem_01456,difficult,0,,0,,0,,
PhysReason_cal_problem_01459,medium,0,,0,,0,,
PhysReason_cal_problem_01460,easy,1,momentum,1,momentum,0,,
PhysReason_cal_problem_01461,difficult,0,,0,,0,,
PhysReason_cal_problem_01463,difficult,1,momentum,1,momentum,0,,
PhysReason_cal_problem_01464,difficult,1,momentum,2,energy|momentum,1,energy,
PhysReason_cal_problem_01466,knowledge,0,,0,,0,,
PhysReason_cal_problem_01468,medium,0,,0,,0,,
PhysReason_cal_problem_01469,medium,0,,0,,0,,0
PhysReason_cal_problem_01470,knowledge,0,,0,,0,,
PhysReason_cal_problem_01471,knowledge,0,,0,,0,,
PhysReason_cal_problem_01473,knowledge,1,momentum,1,momentum,0,,
PhysReason_cal_problem_01474,medium,0,,0,,0,,
PhysReason_cal_problem_01475,difficult,1,momentum,1,momentum,0,,
PhysReason_cal_problem_01477,knowledge,0,,0,,0,,
PhysReason_cal_problem_01480,easy,0,,0,,0,,
PhysReason_cal_problem_01481,knowledge,0,,0,,1,energy,
PhysReason_cal_problem_01485,medium,0,,1,energy,1,energy,
PhysReason_cal_problem_01486,medium,0,,0,,0,,
PhysReason_cal_problem_01489,medium,0,,0,,0,,
PhysReason_cal_problem_01490,medium,0,,0,,0,,
PhysReason_cal_problem_01491,difficult,0,,1,energy,1,energy,
PhysReason_cal_problem_01492,knowledge,0,,0,,0,,1
PhysReason_cal_problem_01493,knowledge,0,,0,,0,,
PhysReason_cal_problem_01494,medium,1,momentum,2,energy|momentum,1,energy,
PhysReason_cal_problem_01495,difficult,0,,1,energy,1,energy,
PhysReason_cal_problem_01496,easy,0,,0,,1,energy,
PhysReason_cal_problem_01497,medium,0,,1,energy,1,energy,2
PhysReason_cal_problem_01498,medium,0,,0,,0,,
PhysReason_cal_problem_01499,medium,0,,1,energy,1,energy,
PhysReason_cal_problem_01500,easy,0,,0,,0,,
PhysReason_cal_problem_01502,knowledge,0,,0,,0,,
PhysReason_cal_problem_01503,knowledge,0,,0,,0,,
PhysReason_cal_problem_01504,easy,0,,1,energy,1,energy,
PhysReason_cal_problem_01506,easy,0,,0,,0,,
PhysReason_cal_problem_01508,easy,0,,0,,0,,
PhysReason_cal_problem_01509,medium,0,,1,energy,1,energy,
PhysReason_cal_problem_01512,easy,0,,0,,0,,
PhysReason_cal_problem_01514,knowledge,0,,0,,0,,
PhysReason_cal_problem_01515,knowledge,1,momentum,1,momentum,0,,0
PhysReason_cal_problem_01518,knowledge,1,momentum,1,momentum,1,energy,
PhysReason_cal_problem_01520,difficult,0,,0,,0,,
PhysReason_cal_problem_01521,difficult,0,,1,energy,1,energy,
PhysReason_cal_problem_01522,medium,0,,1,energy,1,energy,
PhysReason_cal_problem_01523,medium,0,,1,energy,1,energy,
PhysReason_cal_problem_01525,easy,1,momentum,2,energy|momentum,2,energy|momentum,
PhysReason_cal_problem_01526,easy,0,,0,,0,,
PhysReason_cal_problem_01527,medium,1,momentum,2,energy|momentum,1,energy,
PhysReason_cal_problem_01528,difficult,0,,1,energy,1,energy,
PhysReason_cal_problem_01529,medium,0,,1,energy,1,energy,
PhysReason_cal_problem_01531,knowledge,0,,1,energy,1,energy,
PhysReason_cal_problem_01532,easy,0,,0,,0,,
PhysReason_cal_problem_01535,difficult,2,energy|momentum,2,energy|momentum,2,energy|momentum,
PhysReason_cal_problem_01536,knowledge,0,,0,,0,,
PhysReason_cal_problem_01537,knowledge,1,momentum,2,energy|momentum,2,energy|momentum,
PhysReason_cal_problem_01538,difficult,2,energy|momentum,2,energy|momentum,2,energy|momentum,
PhysReason_cal_problem_01539,easy,0,,0,,1,charge,
PhysReason_cal_problem_01540,difficult,0,,1,energy,1,energy,
PhysReason_cal_problem_01541,easy,1,momentum,1,momentum,0,,1
PhysReason_cal_problem_01542,easy,0,,0,,0,,
PhysReason_cal_problem_01543,difficult,0,,0,,0,,
PhysReason_cal_problem_01544,medium,1,momentum,1,momentum,0,,
PhysReason_cal_problem_01545,knowledge,0,,0,,0,,
PhysReason_cal_problem_01547,knowledge,0,,0,,0,,
PhysReason_cal_problem_01548,medium,0,,0,,0,,
PhysReason_cal_problem_01549,knowledge,0,,1,energy,1,energy,
PhysReason_cal_problem_01551,easy,0,,0,,0,,
PhysReason_cal_problem_01552,difficult,1,momentum,2,energy|momentum,1,energy,
PhysReason_cal_problem_01553,knowledge,0,,0,,0,,
PhysReason_cal_problem_01554,easy,0,,0,,0,,
PhysReason_cal_problem_01555,medium,0,,1,energy,1,energy,2
PhysReason_cal_problem_01556,easy,0,,1,energy,1,energy,
PhysReason_cal_problem_01557,knowledge,0,,0,,0,,
PhysReason_cal_problem_01558,knowledge,0,,0,,0,,
PhysReason_cal_problem_01559,difficult,0,,1,energy,1,energy,
PhysReason_cal_problem_01562,knowledge,0,,0,,0,,
PhysReason_cal_problem_01563,medium,0,,0,,0,,
PhysReason_cal_problem_01564,medium,2,energy|momentum,2,energy|momentum,2,energy|momentum,
PhysReason_cal_problem_01565,medium,1,momentum,2,energy|momentum,1,energy,
PhysReason_cal_problem_01566,difficult,0,,1,energy,1,energy,
PhysReason_cal_problem_01567,difficult,0,,1,energy,1,energy,
PhysReason_cal_problem_01568,knowledge,0,,0,,0,,
PhysReason_cal_problem_01570,knowledge,0,,0,,0,,
PhysReason_cal_problem_01571,medium,0,,0,,1,energy,
PhysReason_cal_problem_01574,difficult,1,momentum,2,energy|momentum,2,energy|momentum,
PhysReason_cal_problem_01575,easy,0,,0,,0,,
PhysReason_cal_problem_01576,knowledge,0,,1,energy,1,energy,
PhysReason_cal_problem_01577,knowledge,0,,1,energy,1,energy,
PhysReason_cal_problem_01578,difficult,1,momentum,2,energy|momentum,2,energy|momentum,
PhysReason_cal_problem_01579,easy,0,,0,,0,,
PhysReason_cal_problem_01580,easy,0,,0,,0,,
PhysReason_cal_problem_01581,knowledge,0,,0,,1,energy,
PhysReason_cal_problem_01582,easy,0,,0,,0,,
PhysReason_cal_problem_01583,medium,0,,1,energy,1,energy,
PhysReason_cal_problem_01584,easy,0,,0,,0,,
PhysReason_cal_problem_01585,medium,0,,0,,0,,
PhysReason_cal_problem_01588,easy,0,,1,energy,1,energy,
PhysReason_cal_problem_01589,knowledge,0,,1,energy,1,energy,
PhysReason_cal_problem_01593,easy,0,,0,,0,,
PhysReason_cal_problem_01594,knowledge,0,,0,,0,,
PhysReason_cal_problem_01596,medium,0,,1,energy,1,energy,
PhysReason_cal_problem_01597,knowledge,0,,1,energy,2,charge|energy,1
PhysReason_cal_problem_01598,knowledge,0,,0,,0,,
PhysReason_cal_problem_01599,medium,0,,0,,0,,
PhysReason_cal_problem_01600,easy,0,,0,,1,charge,
PhysReason_cal_problem_01602,difficult,0,,0,,0,,
PhysReason_cal_problem_01603,medium,0,,0,,1,charge,
PhysReason_cal_problem_01604,knowledge,0,,0,,0,,
PhysReason_cal_problem_01605,knowledge,0,,0,,0,,
PhysReason_cal_problem_01606,easy,0,,0,,0,,
PhysReason_cal_problem_01607,easy,0,,1,energy,1,energy,
PhysReason_cal_problem_01608,knowledge,0,,0,,0,,
PhysReason_cal_problem_01609,easy,0,,0,,0,,
PhysReason_cal_problem_01610,difficult,0,,0,,0,,
PhysReason_cal_problem_01611,difficult,0,,1,momentum,0,,
PhysReason_cal_problem_01613,medium,0,,0,,0,,
PhysReason_cal_problem_01614,medium,0,,0,,0,,
PhysReason_cal_problem_01617,medium,0,,1,energy,1,energy,
PhysReason_cal_problem_01618,knowledge,0,,0,,0,,
PhysReason_cal_problem_01619,difficult,0,,1,energy,1,energy,
PhysReason_cal_problem_01620,difficult,0,,1,energy,1,energy,
PhysReason_comp_problem_100,medium,0,,0,,0,,
PhysReason_comp_problem_102,difficult,1,angular_momentum,1,angular_momentum,1,angular_momentum,1
PhysReason_comp_problem_104,difficult,1,angular_momentum,1,angular_momentum,0,,
PhysReason_comp_problem_11,difficult,1,angular_momentum,2,angular_momentum|energy,1,energy,
PhysReason_comp_problem_12,difficult,1,momentum,3,angular_momentum|energy|momentum,2,angular_momentum|energy,
PhysReason_comp_problem_14,difficult,0,,0,,0,,
PhysReason_comp_problem_15,difficult,0,,0,,1,energy,
PhysReason_comp_problem_16,difficult,0,,0,,0,,
PhysReason_comp_problem_17,difficult,0,,0,,1,energy,
PhysReason_comp_problem_18,difficult,0,,1,energy,1,energy,
PhysReason_comp_problem_19,difficult,1,momentum,1,momentum,1,mass,
PhysReason_comp_problem_20,difficult,0,,0,,0,,
PhysReason_comp_problem_21,difficult,0,,0,,0,,
PhysReason_comp_problem_23,difficult,0,,0,,1,mass,
PhysReason_comp_problem_27,medium,0,,0,,1,energy,
PhysReason_comp_problem_28,difficult,0,,0,,1,energy,
PhysReason_comp_problem_30,difficult,0,,0,,1,energy,
PhysReason_comp_problem_34,difficult,1,momentum,2,energy|momentum,1,energy,
PhysReason_comp_problem_38,difficult,0,,1,energy,2,energy|momentum,
PhysReason_comp_problem_4,medium,0,,0,,0,,0
PhysReason_comp_problem_41,difficult,0,,0,,1,mass,
PhysReason_comp_problem_43,difficult,0,,0,,0,,
PhysReason_comp_problem_44,difficult,0,,0,,1,mass,
PhysReason_comp_problem_47,difficult,0,,0,,1,mass,
PhysReason_comp_problem_48,difficult,0,,0,,0,,
PhysReason_comp_problem_49,difficult,0,,1,angular_momentum,1,angular_momentum,
PhysReason_comp_problem_5,difficult,0,,0,,1,energy,
PhysReason_comp_problem_50,difficult,0,,1,angular_momentum,2,angular_momentum|energy,
PhysReason_comp_problem_51,difficult,1,angular_momentum,1,angular_momentum,1,angular_momentum,
PhysReason_comp_problem_52,medium,0,,0,,0,,
PhysReason_comp_problem_55,difficult,0,,0,,0,,
PhysReason_comp_problem_56,difficult,0,,0,,0,,
PhysReason_comp_problem_57,difficult,0,,0,,0,,
PhysReason_comp_problem_58,difficult,1,momentum,3,angular_momentum|energy|momentum,2,angular_momentum|energy,
PhysReason_comp_problem_59,difficult,0,,0,,1,energy,
PhysReason_comp_problem_6,difficult,0,,0,,0,,
PhysReason_comp_problem_61,medium,0,,0,,1,energy,
PhysReason_comp_problem_63,difficult,0,,0,,0,,
PhysReason_comp_problem_64,difficult,0,,0,,1,energy,
PhysReason_comp_problem_65,difficult,0,,0,,1,energy,
PhysReason_comp_problem_66,difficult,0,,0,,0,,
PhysReason_comp_problem_67,difficult,0,,2,angular_momentum|energy,3,angular_momentum|energy|momentum,
PhysReason_comp_problem_68,difficult,0,,0,,1,energy,
PhysReason_comp_problem_69,difficult,0,,0,,0,,
PhysReason_comp_problem_7,easy,1,momentum,1,momentum,1,momentum,
PhysReason_comp_problem_71,difficult,0,,0,,0,,
PhysReason_comp_problem_73,difficult,0,,1,momentum,2,energy|momentum,
PhysReason_comp_problem_76,difficult,0,,0,,0,,
PhysReason_comp_problem_77,medium,0,,0,,0,,
PhysReason_comp_problem_78,difficult,0,,0,,0,,
PhysReason_comp_problem_80,easy,0,,0,,0,,
PhysReason_comp_problem_81,difficult,0,,0,,1,energy,1
PhysReason_comp_problem_82,difficult,0,,0,,0,,1
PhysReason_comp_problem_84,difficult,0,,1,energy,1,energy,2
PhysReason_comp_problem_85,difficult,0,,0,,1,energy,2
PhysReason_comp_problem_86,difficult,0,,0,,1,energy,1
PhysReason_comp_problem_87,difficult,0,,0,,1,energy,4
PhysReason_comp_problem_88,difficult,0,,0,,0,,
PhysReason_comp_problem_9,difficult,0,,0,,1,energy,
PhysReason_comp_problem_92,medium,0,,0,,0,,
PhysReason_comp_problem_93,difficult,2,entropy|momentum,3,energy|entropy|momentum,2,energy|entropy,1
PhysReason_comp_problem_94,difficult,1,entropy,2,energy|entropy,2,energy|entropy,2
PhysReason_comp_problem_95,difficult,1,momentum,1,momentum,1,momentum,3
PhysReason_comp_problem_96,medium,0,,2,energy|entropy,1,energy,1
PhysReason_comp_problem_98,easy,1,momentum,1,momentum,1,momentum,
PhysReason_comp_problem_99,difficult,1,momentum,2,angular_momentum|momentum,2,angular_momentum|momentum,3
